-0.0225318,0.156905,0.143521,0.167173,-0.284205,-0.0703778,0.193551,-0.246,-0.146947,-0.0491787,-0.00814308,-0.143463,-0.163767,0.189572,-0.223515,-0.029331,-0.207669,0.248544,-0.0485901,-0.0561892,0.20588,0.176968,-0.108534,0.242682,-0.120711,0.440493,0.219934,-0.346744,-0.137065,-0.190381,-0.20114,0.243129,0.142501,0.449961,-0.0815492,-0.283737,0.159028,0.112646,-0.00387262,-0.043565,0.00658328,-0.110132,-0.0711446,-0.252898,-0.123495,0.0178603,0.305088,-0.0289057,-0.003608,-0.120703
-0.231999,-0.00817576,0.0302858,-0.229059,-0.0515008,-0.390026,0.0306832,-0.380164,-0.0696595,-0.241194,0.228858,-0.113244,-0.279806,0.562922,0.102026,0.00148442,0.139918,-0.121587,-0.264898,-0.0905054,0.16696,0.296881,0.383716,0.167784,-0.0993915,0.77452,-0.180258,-0.403364,0.347758,-0.300693,-0.430024,0.06703,-0.366341,0.390602,-0.164002,-0.24981,-0.0198747,0.0276463,0.0844641,0.168734,-0.0567959,0.175983,0.115692,0.127195,-0.263539,0.424423,0.463384,-0.0478005,0.184516,-0.258488
-0.329155,0.337995,-0.359363,-0.0511359,-0.00602829,-0.183279,0.340087,0.142044,0.100079,-0.205092,-0.219999,0.0995636,0.101751,-0.043182,-0.307256,0.344241,0.0701727,0.107754,0.43543,-0.071276,0.164847,-0.300521,0.253442,-0.178499,0.231653,-0.396119,-0.193124,-0.0530276,0.102875,-0.328977,-0.225255,0.0159732,0.0449364,0.100714,-0.213796,-0.132886,-0.0963493,0.144247,0.0181253,0.224457,-0.0213207,0.130067,-0.031575,0.057504,-0.0626053,0.140649,0.229751,0.129714,0.302014,-0.299116
-0.0338601,-0.418256,0.0341283,0.138268,-0.0686506,0.11123,0.314827,0.103147,0.0770741,0.286188,-0.0359941,0.254236,-0.354066,-0.205118,0.0425479,-0.567518,-0.29989,-0.0162756,0.0362225,-0.538902,0.306462,-0.321867,0.064031,0.112281,-0.365773,-0.596377,0.231455,0.239971,-0.0757754,-0.0511784,0.542839,-0.0271286,-0.579982,0.079927,0.28983,0.139402,0.242431,0.0934711,-0.185861,-0.0360872,0.305396,-0.0726308,-0.0392345,-0.0490305,0.222212,0.0932942,-0.0497739,0.413557,0.0814679,-0.0162665
0.154624,0.360784,0.122221,-0.0329584,0.0157063,-0.0289214,-0.266091,0.113467,0.258816,-0.24188,-0.0348946,-0.191623,0.222031,-0.0542183,0.0146232,0.065531,-0.182171,0.329531,-0.196527,0.116676,0.28872,-0.222441,-0.0275598,-0.00618527,0.248399,-0.0135353,0.0647533,0.0727847,-0.205799,0.0367621,0.101656,0.04489,0.48792,0.0762326,-0.120585,-0.287685,-0.00334598,-0.230356,-0.317692,-0.292895,-0.0892731,0.287796,-0.054058,0.0112913,-0.0053033,-0.102922,0.0139814,-0.207745,-0.281268,0.19377
-0.455667,-0.175026,-0.227695,-0.112031,0.417934,-0.873279,0.765614,-0.957002,0.770146,0.120856,0.114416,0.198218,-0.730563,0.26876,-0.0386175,-0.878587,-0.0335852,0.098476,0.244263,-0.637634,0.800264,-0.300291,0.946203,0.565631,-0.38443,-0.189137,-0.783905,-0.212516,-0.162716,-0.838783,0.364488,-0.264087,-0.98407,0.509482,0.120384,0.0696637,-0.0686062,0.258448,0.0878096,0.140116,0.3021,0.280142,-0.144133,0.105501,-0.649694,0.531431,1.04968,0.808183,0.502183,-0.253099
0.0534661,1.50469,0.553423,-0.406694,0.231758,-0.190457,0.424872,0.340073,-0.402835,-0.790867,-0.0100403,-0.0311609,-0.0343986,-0.0861038,-0.280398,0.855353,0.221833,0.528845,0.296031,1.00469,-0.592256,0.222359,0.365358,-1.12547,0.684042,-0.419812,0.337976,-0.241725,-0.283716,-0.132198,0.0717369,-0.302179,1.42181,0.4091,-1.38802,-0.66458,-0.262205,0.0784188,-0.122574,0.000271266,-0.488373,0.676744,0.0827163,0.210966,-0.64413,-0.293916,-0.635711,-0.620404,-0.370472,0.483323
-0.0751248,0.380046,-0.0814385,-0.282177,0.433503,-0.388963,0.278979,-0.264619,0.539992,-0.218155,0.0298395,0.0905298,0.210249,-0.256818,-0.24588,0.299407,0.15387,0.308755,0.685641,0.412715,-0.0730193,-0.177952,0.350581,-0.395158,0.369332,-0.462053,-0.591183,0.138959,-0.0914182,-0.341355,0.335084,-0.309319,-0.0670731,0.32724,-0.383941,-0.0438141,-0.627246,0.45113,0.167622,0.0382348,-0.0378976,0.0627562,-0.311193,-0.0590446,-0.519297,0.409177,0.135782,-0.00748483,-0.0340375,0.0328831
0.278458,0.126986,0.121515,0.0434143,-0.611314,0.511279,-0.403732,0.559893,-0.639027,0.336209,-0.197719,-0.59026,0.787927,-0.263591,-0.261984,0.694977,-0.11327,-0.0115295,0.217944,0.203874,-0.422083,0.502976,-0.401445,-0.183634,0.153629,0.275107,0.570876,-0.0560225,0.00365458,0.408119,-0.347671,0.14557,0.773856,-0.0801693,-0.238523,-0.134318,-0.0213607,-0.0109926,-0.0243396,-0.184011,0.00378047,-0.141714,0.226622,-0.339098,0.29311,-0.0964574,-0.490743,-0.55244,-0.42769,0.195659
-0.195128,0.298028,0.452647,0.119891,0.390542,-0.392693,0.533375,-0.194057,0.920211,0.0928804,0.173684,0.359346,-0.319021,-0.655013,-0.29234,-0.212887,-0.0478036,0.289232,0.496438,0.170654,-0.150347,-0.889612,0.358237,0.492258,0.0047356,-1.21407,-0.134281,0.585758,-1.02637,-0.430437,1.1056,-0.124163,-0.129459,0.0420748,-0.122517,0.207644,-0.284428,0.0749848,-0.18036,-0.223546,-0.199683,0.0545551,-0.517831,0.00469492,-0.523165,0.189871,0.389589,0.2545,-0.00397747,0.304692
